"","X","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"519","GO:0014897","GO:0014897","striated muscle hypertrophy","16/1187","102/18903",0.00060052368218512,0.00642249128049038,0.00469790422753972,"RGS2/PPARG/KLF15/PDE5A/SORBS2/MIR145/EDN1/PI16/HEY2/LEP/EZH2/IGF1/FOXO1/PRKCA/PDE9A/PPARA",16
"520","GO:0060419","GO:0060419","heart growth","16/1187","102/18903",0.00060052368218512,0.00642249128049038,0.00469790422753972,"TGFBR3/S1PR1/RGS2/PROX1/TGFBR2/FGF2/SORBS2/EDN1/PI16/HEY2/CDK1/RBP4/DUSP6/IGF1/ACACB/PPARA",16
"521","GO:1901019","GO:1901019","regulation of calcium ion transmembrane transporter activity","16/1187","102/18903",0.00060052368218512,0.00642249128049038,0.00469790422753972,"GSTM2/STAC/PKD2/ANK2/CACNA2D1/ADRA2A/AHNAK/DRD2/CABP1/STAC2/HAP1/REM1/JPH2/DMD/RGN/CLIC2",16
"515","GO:0097581","GO:0097581","lamellipodium organization","15/1187","92/18903",0.000580289250417184,0.00627621535953805,0.00459090676543079,"EPHA2/S1PR1/ARHGEF4/P2RY12/SLIT2/KIT/PIK3R1/ABLIM3/ENPP2/KANK1/ABLIM1/WASF3/CDH13/SPEF1/ARHGEF6",15
"516","GO:0034501","GO:0034501","protein localization to kinetochore","6/1187","18/18903",0.000583467257042482,0.00627621535953805,0.00459090676543079,"TTK/CDK1/KNL1/CDT1/AURKB/NDC80",6
"517","GO:0090493","GO:0090493","catecholamine uptake","6/1187","18/18903",0.000583467257042482,0.00627621535953805,0.00459090676543079,"SNCA/SLC22A3/PRKN/SLC29A4/MAPK15/DRD2",6
"518","GO:1903083","GO:1903083","protein localization to condensed chromosome","6/1187","18/18903",0.000583467257042482,0.00627621535953805,0.00459090676543079,"TTK/CDK1/KNL1/CDT1/AURKB/NDC80",6
"513","GO:0035107","GO:0035107","appendage morphogenesis","20/1187","142/18903",0.000568710664314694,0.00616508914700676,0.0045096205042525,"CRABP2/OSR1/PKDCC/CYP26B1/RARB/TP63/LEF1/PITX1/HOXA9/HOXA10/RECK/PCSK5/PTCH1/ALX4/ZBTB16/HOXC11/HOXC10/ALDH1A2/RNF165/GPC3",20
"514","GO:0035108","GO:0035108","limb morphogenesis","20/1187","142/18903",0.000568710664314694,0.00616508914700676,0.0045096205042525,"CRABP2/OSR1/PKDCC/CYP26B1/RARB/TP63/LEF1/PITX1/HOXA9/HOXA10/RECK/PCSK5/PTCH1/ALX4/ZBTB16/HOXC11/HOXC10/ALDH1A2/RNF165/GPC3",20
"509","GO:0030032","GO:0030032","lamellipodium assembly","13/1187","73/18903",0.000559634115744695,0.006117558361629,0.00447485283111563,"EPHA2/S1PR1/ARHGEF4/P2RY12/SLIT2/KIT/PIK3R1/ABLIM3/ABLIM1/WASF3/CDH13/SPEF1/ARHGEF6",13
"510","GO:0032350","GO:0032350","regulation of hormone metabolic process","9/1187","39/18903",0.000561665763735248,0.006117558361629,0.00447485283111563,"EGR1/NR3C1/BMP6/AKR1C3/GATA3/ADM/DKK3/HPN/BMP2",9
"511","GO:0035136","GO:0035136","forelimb morphogenesis","9/1187","39/18903",0.000561665763735248,0.006117558361629,0.00447485283111563,"CRABP2/OSR1/TP63/HOXA9/RECK/ALX4/ZBTB16/ALDH1A2/RNF165",9
"512","GO:0120163","GO:0120163","negative regulation of cold-induced thermogenesis","10/1187","47/18903",0.00056213027299965,0.006117558361629,0.00447485283111563,"ADIPOQ/ARRDC3/ALDH1A1/TLR4/LGR4/HOXC10/ZNF423/MAP2K6/NOVA2/ADAMTS5",10
"508","GO:0018958","GO:0018958","phenol-containing compound metabolic process","17/1187","111/18903",0.000546051604643581,0.00598936917534259,0.00438108539821787,"NPR1/TPO/EPAS1/ZEB2/SNCA/RNF180/GCNT4/SNCAIP/PRKN/GATA3/DRD2/ALDH2/KL/AOC2/HPN/MAOA/MAOB",17
"507","GO:0090100","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","18/1187","121/18903",0.000544516349270547,0.0059843098582554,0.00437738462446914,"BMP8A/CCN1/TGFBR3/INHBB/ZEB2/PPARG/TGFBR2/BMP6/TTK/INHBA/GDF10/CDKN1C/ZNF423/CDH5/RNF165/GDF15/BMP2/GPC3",18
"506","GO:0051279","GO:0051279","regulation of release of sequestered calcium ion into cytosol","14/1187","82/18903",0.000543392817377931,0.00598376438424867,0.00437698562281537,"GSTM2/CXCL9/CXCL10/CXCL11/PKD2/SNCA/ANK2/PRKD1/CEMIP/CX3CL1/HAP1/JPH2/DMD/CLIC2",14
"505","GO:0050728","GO:0050728","negative regulation of inflammatory response","24/1187","184/18903",0.000536408917346029,0.00591855542069718,0.00432928677011741,"FNDC4/PPARG/CD200/ADIPOQ/PTGER4/MIR145/NT5E/PBK/CCN3/TEK/KLF4/GATA3/FFAR4/SAA1/IGF1/TYRO3/CX3CL1/CDH5/ZFP36/SIRPA/PTGIS/PPARA/MIR221/FOXP3",24
"502","GO:0000022","GO:0000022","mitotic spindle elongation","5/1187","12/18903",0.000528370755251858,0.00585609734077247,0.00428360012533929,"CDCA8/RACGAP1/KIF23/AURKB/KIF4A",5
"503","GO:0010518","GO:0010518","positive regulation of phospholipase activity","11/1187","55/18903",0.000529697246904043,0.00585609734077247,0.00428360012533929,"PLA2G5/CCN1/NMUR1/P2RY12/FGFR3/PDGFRA/KIT/FGF2/ADCYAP1R1/AVPR1A/ARHGAP6",11
"504","GO:0070169","GO:0070169","positive regulation of biomineral tissue development","11/1187","55/18903",0.000529697246904043,0.00585609734077247,0.00428360012533929,"ISG15/CCN1/OSR1/PKDCC/BMPR1B/ADRB2/BMP6/PTN/KL/BMP2/GPM6B",11
"500","GO:0001889","GO:0001889","liver development","20/1187","141/18903",0.000518559588399105,0.00576729346618725,0.00421864213947123,"JUN/TGFBR3/PROX1/LIMS2/CPS1/PKD2/FGF1/PTN/EZH2/ANXA1/PTCH1/ARID5B/E2F8/CIT/ALDH1A2/SLC7A5/CEBPA/HPN/AURKA/RGN",20
"501","GO:0045667","GO:0045667","regulation of osteoblast differentiation","20/1187","141/18903",0.000518559588399105,0.00576729346618725,0.00421864213947123,"CCN1/DDR2/CRIM1/TWIST2/PPARG/TP63/BMPR1B/FGF2/BMP6/HOXA2/SFRP1/CCN4/PTCH1/GDF10/FFAR4/IGF1/PRKD1/FERMT2/CEBPA/BMP2",20
"499","GO:0051403","GO:0051403","stress-activated MAPK cascade","29/1187","239/18903",0.000511670492562585,0.00571348293498743,0.00417928097711704,"FZD7/EPHB1/MAPK10/PTGER4/SH3RF2/DUSP1/SASH1/PRKN/MTURN/SEMA3A/LEP/PBK/SFRP1/CCL21/TLR4/CRYAB/DIXDC1/FOXM1/IGFBP6/FOXO1/PER1/MAP2K6/ZFP36/SIRPA/BMP2/PLCB1/MAPK8IP2/MID1/ARHGEF6",29
"495","GO:0097205","GO:0097205","renal filtration","8/1187","31/18903",0.00050760654761571,0.00568187965274859,0.00415616390513518,"KIRREL1/CD34/JCHAIN/ADGRF5/AQP1/MCAM/TMEM63C/CORO2B",8
"496","GO:0098868","GO:0098868","bone growth","8/1187","31/18903",0.00050760654761571,0.00568187965274859,0.00415616390513518,"LEPR/DDR2/RARB/TGFBR2/FGFR3/LEP/MMP13/COMP",8
"497","GO:0035988","GO:0035988","chondrocyte proliferation","7/1187","24/18903",0.000507820543264321,0.00568187965274859,0.00415616390513518,"DDR2/SIX2/FGFR3/BMPR1B/LEF1/CCN3/COMP",7
"498","GO:0036303","GO:0036303","lymph vessel morphogenesis","7/1187","24/18903",0.000507820543264321,0.00568187965274859,0.00415616390513518,"EPHA2/PROX1/PTPN14/FGF2/SVEP1/LGALS12/CLEC14A",7
"492","GO:0071456","GO:0071456","cellular response to hypoxia","21/1187","151/18903",0.000497852785802079,0.00562467198223934,0.00411431781373611,"DDR2/CD34/EPAS1/SCN2A/EPHA4/PPARG/NDNF/CCNA2/EGR1/MIR145/KCNMB1/EDN1/AQP1/SFRP1/ADAM8/RGCC/FOS/SLC2A4/BRIP1/E2F1/PTGIS",21
"493","GO:1903531","GO:1903531","negative regulation of secretion by cell","21/1187","151/18903",0.000497852785802079,0.00562467198223934,0.00411431781373611,"BMP8A/INHBB/ACVR1C/CD200/ADIPOQ/SNCA/EDN1/PRKN/INHBA/LEP/SFRP1/CCN3/ANXA1/FFAR4/ADRA2A/DRD2/FOXO1/STXBP6/NMB/KCNB1/MAOB",21
"494","GO:0060047","GO:0060047","heart contraction","30/1187","250/18903",0.000498669770141105,0.00562467198223934,0.00411431781373611,"HSPB7/EDN2/GSTM2/RGS2/EPAS1/THRB/ANK2/PDE5A/EDN1/TBX18/HEY2/CACNA2D1/CAV1/GSN/CELF2/KCNIP2/ADM/DRD2/SCN2B/SCN3B/ABCC9/AVPR1A/EDNRB/ATP1B2/MAP2K6/KCNJ2/EDN3/ADM2/DMD/CLIC2",30
"491","GO:1900046","GO:1900046","regulation of hemostasis","13/1187","72/18903",0.000487537052135502,0.00553270153665788,0.00404704355422588,"F3/CD34/FAP/TFPI/PROS1/PDGFRA/F12/EDN1/CAV1/F7/EMILIN2/COMP/PLAUR",13
"490","GO:0071621","GO:0071621","granulocyte chemotaxis","19/1187","130/18903",0.000485096061778581,0.00551623521679644,0.00403499882106695,"EDN2/S100A14/DPP4/ITGA9/SLIT2/CXCL3/CXCL2/CXCL9/CXCL10/CXCL11/EDN1/RARRES2/CCL21/ANXA1/SAA1/CX3CL1/IL34/CCL14/EDN3",19
"488","GO:0032467","GO:0032467","positive regulation of cytokinesis","10/1187","46/18903",0.000468552578050473,0.0053390081081743,0.00390536127911189,"CDCA8/KIF14/ECT2/CDC14B/DRD2/RACGAP1/CIT/KIF23/AURKB/CDC6",10
"489","GO:1900271","GO:1900271","regulation of long-term synaptic potentiation","10/1187","46/18903",0.000468552578050473,0.0053390081081743,0.00390536127911189,"EPHA4/CX3CR1/MME/NSG1/RELN/PTN/ZDHHC2/DRD2/CALB2/PRNP",10
"487","GO:0040001","GO:0040001","establishment of mitotic spindle localization","9/1187","38/18903",0.000457234359469535,0.00523143706563501,0.00382667554277756,"CENPA/MAD2L1/SPRY1/SAPCD2/ESPL1/SPRY2/PLK1/NDC80/MISP",9
"484","GO:0006029","GO:0006029","proteoglycan metabolic process","15/1187","90/18903",0.000456135401539311,0.00522960176415029,0.0038253330620754,"COL11A1/HYAL1/CYTL1/BMPR1B/NDNF/EGFLAM/UST/CHST3/DCN/IGF1/HS3ST4/CHST9/DSEL/BMP2/BGN",15
"485","GO:0016101","GO:0016101","diterpenoid metabolic process","15/1187","90/18903",0.000456135401539311,0.00522960176415029,0.0038253330620754,"CRABP2/CYP26B1/ADH1C/RARRES2/ALDH1A1/AKR1C1/AKR1C3/RBP4/PNPLA2/DGAT2/RDH5/HSD17B6/ALDH1A2/ALDH1A3/LIPE",15
"486","GO:2000177","GO:2000177","regulation of neural precursor cell proliferation","15/1187","90/18903",0.000456135401539311,0.00522960176415029,0.0038253330620754,"NES/ASPM/PROX1/LIMS2/CX3CR1/FGF2/ID4/PTPRZ1/PTN/DRD2/FOXO1/SHCBP1/CX3CL1/WDR62/SOX10",15
"483","GO:0042572","GO:0042572","retinol metabolic process","11/1187","54/18903",0.000448867536743161,0.00517823998909502,0.00378776310835681,"ADH1C/ALDH1A1/AKR1C3/RBP4/PNPLA2/DGAT2/RDH5/HSD17B6/ALDH1A2/ALDH1A3/LIPE",11
"482","GO:0015718","GO:0015718","monocarboxylic acid transport","18/1187","119/18903",0.000443537020238804,0.00512736157006352,0.00375054671842029,"PLA2G5/PLA2G4A/PLA2R1/SLC10A6/ABCG2/EDN1/SLC22A3/LEP/ANXA1/AKR1C1/DRD2/SLC16A7/NMB/CES1/SLC16A11/SLC16A6/MAP2K6/SLC16A3",18
"480","GO:0003300","GO:0003300","cardiac muscle hypertrophy","16/1187","99/18903",0.000427101160803654,0.00494762508939285,0.00361907362869405,"RGS2/PPARG/KLF15/PDE5A/SORBS2/MIR145/EDN1/PI16/HEY2/LEP/EZH2/IGF1/FOXO1/PRKCA/PDE9A/PPARA",16
"481","GO:0010389","GO:0010389","regulation of G2/M transition of mitotic cell cycle","16/1187","99/18903",0.000427101160803654,0.00494762508939285,0.00361907362869405,"CLSPN/ORC1/KIF14/DTL/CENPF/CDC25A/CCNB1/CDC25C/CDC14B/CDK1/FOXN3/BLM/PLK1/AURKB/CDC6/AURKA",16
"473","GO:0010566","GO:0010566","regulation of ketone biosynthetic process","6/1187","17/18903",0.000410688326317037,0.00478968887666928,0.00350354693211611,"EGR1/BMP6/AKR1C3/ADM/DKK3/BMP2",6
"474","GO:0010763","GO:0010763","positive regulation of fibroblast migration","6/1187","17/18903",0.000410688326317037,0.00478968887666928,0.00350354693211611,"DDR2/MIR145/AKAP12/AQP1/ACTA2/PAK3",6
"475","GO:0033623","GO:0033623","regulation of integrin activation","6/1187","17/18903",0.000410688326317037,0.00478968887666928,0.00350354693211611,"SELP/KIF14/P2RY12/PTGER4/FERMT2/RASIP1",6
"476","GO:0072189","GO:0072189","ureter development","6/1187","17/18903",0.000410688326317037,0.00478968887666928,0.00350354693211611,"OSR1/TBX18/SOX17/GATA3/RET/ALDH1A2",6
"477","GO:0090494","GO:0090494","dopamine uptake","6/1187","17/18903",0.000410688326317037,0.00478968887666928,0.00350354693211611,"SNCA/SLC22A3/PRKN/SLC29A4/MAPK15/DRD2",6
"478","GO:0022617","GO:0022617","extracellular matrix disassembly","12/1187","62/18903",0.000411748200273615,0.00478968887666928,0.00350354693211611,"DDR2/DPP4/FAP/ADAM8/MMP1/MMP3/MMP13/CMA1/CTSG/HPN/KLK4/ADAMTS5",12
"479","GO:0090303","GO:0090303","positive regulation of wound healing","12/1187","62/18903",0.000411748200273615,0.00478968887666928,0.00350354693211611,"F3/DDR2/MYLK/F12/CCN4/KANK1/ANXA1/ADRA2A/F7/FERMT2/EMILIN2/MIR221",12
"472","GO:0048678","GO:0048678","response to axon injury","15/1187","89/18903",0.000403101161468656,0.00475864337225286,0.0034808378617454,"JUN/EPHA4/P2RY12/SPP1/FGF2/MAP1B/PTN/KLF4/CDK1/FOLR1/DRD2/NTRK3/RGMA/KCNB1/MIR221",15
"470","GO:0008045","GO:0008045","motor neuron axon guidance","8/1187","30/18903",0.000398332576939306,0.00471233358536266,0.00344696332083806,"LAMC2/EPHA4/SLIT2/HOXA2/SEMA3A/PLXNA4/EGR2/RNF165",8
"471","GO:0030204","GO:0030204","chondroitin sulfate metabolic process","8/1187","30/18903",0.000398332576939306,0.00471233358536266,0.00344696332083806,"HYAL1/NDNF/EGFLAM/CHST3/DCN/CHST9/DSEL/BGN",8
"467","GO:0055001","GO:0055001","muscle cell development","25/1187","191/18903",0.000393763432490979,0.0046806462700042,0.00342378478056755,"RGS2/CSRP1/LMOD1/PROX1/PDGFRA/ANK2/SORBS2/EDN1/PI16/TBX18/HEY2/CAV2/PGM5/CDK1/ADM/IGF1/TMOD2/MYH11/KRT19/FHOD3/COMP/MYL9/RCAN1/PPARA/DMD",25
"468","GO:0044106","GO:0044106","cellular amine metabolic process","17/1187","108/18903",0.000393973995088293,0.0046806462700042,0.00342378478056755,"NPR1/EPAS1/SNCA/TDO2/RNF180/SNCAIP/SLC22A3/PRKN/SLC29A4/GATA3/DRD2/ALDH2/KL/AOC2/IL4I1/MAOA/MAOB",17
"469","GO:0090263","GO:0090263","positive regulation of canonical Wnt signaling pathway","17/1187","108/18903",0.000393973995088293,0.0046806462700042,0.00342378478056755,"WLS/ASPM/LGR6/ZEB2/FGF2/SEMA5A/MIR145/DAAM2/RSPO3/CAV1/ADGRA2/SFRP1/KANK1/RECK/LGR4/GPRC5B/GPC3",17
"466","GO:0010712","GO:0010712","regulation of collagen metabolic process","10/1187","45/18903",0.000388272723676461,0.00464260861872369,0.00339596111604982,"DDR2/FAP/MIR145/INHBA/VSIR/CREB3L1/RGCC/LARP6/MFAP4/CYGB",10
"465","GO:0015850","GO:0015850","organic hydroxy compound transport","34/1187","292/18903",0.000383169239959609,0.00459143872054826,0.00335853151584291,"OXTR/PPARG/ADIPOQ/SLC10A6/SPP1/SNCA/BMP6/SLC22A3/PRKN/SLC29A4/AQP1/EEPD1/CAV1/LEP/MAPK15/AQP7/MIR27B/PTCH1/AKR1C1/CXCL12/SNCG/RBP4/ADRA2A/SYT13/DRD2/SLC16A7/NMB/CES1/ABCA5/SLC16A3/PLTP/KCNB1/GPM6B/MAOB",34
"459","GO:0001837","GO:0001837","epithelial to mesenchymal transition","23/1187","169/18903",0.000378004371199009,0.00456526138324749,0.00333938339742591,"TGFBR3/MARK1/EPHA4/TGFBR2/IL17RD/LEF1/SPRY1/EDN1/NOTCH4/HEY2/EZH2/SFRP1/GATA3/IGF1/RGCC/SPRY2/FOXA1/FERMT2/TMEM100/HPN/BMP2/FAM83D/MIR221",23
"460","GO:0007568","GO:0007568","aging","23/1187","169/18903",0.000378004371199009,0.00456526138324749,0.00333938339742591,"ALPL/INHBB/TGFBR2/MME/TP63/FGF2/KCNMB1/EDN1/INHBA/ADM/CAT/CRYAB/AVPR1A/GJB2/KL/EDNRB/FOS/CX3CL1/AURKB/KRT14/RNF165/COMP/RGN",23
"461","GO:1902904","GO:1902904","negative regulation of supramolecular fiber organization","23/1187","169/18903",0.000378004371199009,0.00456526138324749,0.00333938339742591,"S1PR1/LMOD1/PLEKHH2/SPTBN1/SLIT2/SNCA/PIK3R1/MAP1B/PRKN/DLC1/RHPN1/KANK1/GSN/ADD3/CRYAB/TMOD2/CORO2B/CDH5/FHOD3/KANK3/SPEF1/MID1/ARHGAP6",23
"462","GO:0035150","GO:0035150","regulation of tube size","21/1187","148/18903",0.000378700802096626,0.00456526138324749,0.00333938339742591,"EDN2/NPR1/RGS2/TACR1/CPS1/OXTR/SOD3/ADRB2/KCNMB1/EDN1/CAV1/LEP/ACTA2/ADRA2A/ADM/AVPR1A/EDNRB/KLF2/COMP/EDN3/AVPR2",21
"463","GO:0014821","GO:0014821","phasic smooth muscle contraction","7/1187","23/18903",0.000380165341318528,0.00456526138324749,0.00333938339742591,"EDN2/PTGER3/KIT/EDN1/DRD2/EDNRB/EDN3",7
"464","GO:0034695","GO:0034695","response to prostaglandin E","7/1187","23/18903",0.000380165341318528,0.00456526138324749,0.00333938339742591,"TGFBR3/TNFSF4/PTGER4/SFRP1/CCL21/A2M/GNG2",7
"457","GO:0043406","GO:0043406","positive regulation of MAP kinase activity","18/1187","117/18903",0.000359170211005786,0.00437286188793107,0.00319864760457723,"EPHA4/KIT/PDE5A/FGF2/GHR/FGF1/EDN1/SASH1/EZH2/TLR4/ADRA2A/ADAM8/FZD4/PDGFD/NTRK3/IL34/MAP2K6/EDN3",18
"458","GO:0002688","GO:0002688","regulation of leukocyte chemotaxis","19/1187","127/18903",0.000359434807012281,0.00437286188793107,0.00319864760457723,"EDN2/S100A14/DPP4/CX3CR1/SLIT2/CXCL10/DUSP1/NEDD9/EDN1/PTN/RARRES2/CCN3/CCL21/CXCL12/F7/IL34/MMP28/EDN3/VEGFD",19
"456","GO:0048659","GO:0048659","smooth muscle cell proliferation","24/1187","179/18903",0.000356905592474125,0.00436113587996891,0.00319007030023041,"JUN/S1PR1/NPR1/DDR2/TACR1/PPARG/TGFBR2/ADIPOQ/FGF2/MIR145/EDN1/CCN3/CCN4/OGN/MIR27B/TLR4/PDGFD/IGF1/CX3CL1/CDH13/CNN1/BMP2/ADAMTS1/MIR221",24
"455","GO:0050890","GO:0050890","cognition","36/1187","314/18903",0.000353185044933287,0.00432515839641379,0.00316375360088302,"TACR1/SCN2A/CHL1/OXTR/CX3CR1/MME/KIT/NEDD9/SOBP/SGK1/PRKN/RELN/PRKAR2B/PTPRZ1/PTN/CNTNAP2/VLDLR/NTRK2/BRINP1/EGR2/DRD2/RAPGEF3/FOS/MEIS2/TMOD2/SLC2A4/NTF4/PRNP/PLCB1/RCAN1/S100B/CLDN5/MGAT3/MAPK8IP2/NLGN4X/PTCHD1",36
"453","GO:0002027","GO:0002027","regulation of heart rate","17/1187","107/18903",0.000352176546514987,0.00432230774709583,0.00316166841666132,"EDN2/EPAS1/ANK2/EDN1/HEY2/CACNA2D1/CAV1/ADM/DRD2/SCN2B/SCN3B/AVPR1A/EDNRB/KCNJ2/EDN3/ADM2/DMD",17
"454","GO:0032963","GO:0032963","collagen metabolic process","17/1187","107/18903",0.000352176546514987,0.00432230774709583,0.00316166841666132,"DDR2/FAP/P3H2/MIR145/TNXB/INHBA/VSIR/CREB3L1/MMP1/MMP3/MMP13/TNS2/RGCC/LARP6/MFAP4/MMP28/CYGB",17
"451","GO:0035296","GO:0035296","regulation of tube diameter","21/1187","147/18903",0.000344947011960122,0.00425231139522522,0.00311046769983603,"EDN2/NPR1/RGS2/TACR1/CPS1/OXTR/SOD3/ADRB2/KCNMB1/EDN1/CAV1/LEP/ACTA2/ADRA2A/ADM/AVPR1A/EDNRB/KLF2/COMP/EDN3/AVPR2",21
"452","GO:0097746","GO:0097746","blood vessel diameter maintenance","21/1187","147/18903",0.000344947011960122,0.00425231139522522,0.00311046769983603,"EDN2/NPR1/RGS2/TACR1/CPS1/OXTR/SOD3/ADRB2/KCNMB1/EDN1/CAV1/LEP/ACTA2/ADRA2A/ADM/AVPR1A/EDNRB/KLF2/COMP/EDN3/AVPR2",21
"448","GO:0046942","GO:0046942","carboxylic acid transport","34/1187","290/18903",0.000337502011709525,0.00419302614021242,0.00306710190329514,"PLA2G5/SLC1A7/PLA2G4A/RGS2/PLA2R1/SLC66A1L/SLC10A6/ABCG2/SNCA/EDN1/SLC22A3/LEP/APBA1/ANXA1/NTRK2/AKR1C1/FOLR1/FOLR2/DRD2/SLC16A7/AVPR1A/NMB/ABCC6/CES1/SLC7A5/SLC16A11/SLC13A2/GFAP/SLC16A6/MAP2K6/SLC16A3/SLC7A10/SLC17A7/SLC7A3",34
"449","GO:1901214","GO:1901214","regulation of neuron death","37/1187","325/18903",0.000337927767805666,0.00419302614021242,0.00306710190329514,"JUN/NES/DDR2/KIF14/CD34/GPR75/CHL1/CX3CR1/CD200/EPHB1/SNCA/NDNF/TRIM2/GHR/EGR1/NR3C1/NCOA7/PRKN/PTPRZ1/XRCC2/ANGPT1/CNTFR/NTRK2/TLR4/GATA3/UNC5B/SNCG/ADAM8/FOS/TYRO3/CX3CL1/GRIK5/NTF4/PRNP/KCNB1/PPARA/PAK3",37
"450","GO:0006869","GO:0006869","lipid transport","46/1187","433/18903",0.000338632764374657,0.00419302614021242,0.00306710190329514,"RBP7/PLA2G5/CRABP2/PLA2G4A/PLA2R1/GULP1/CIDEC/PPARG/PLSCR4/ADIPOQ/SLC10A6/SPP1/ABCG2/ACSL1/SLC27A6/BMP6/EDN1/PRKN/EEPD1/INHBA/ABCB1/CAV1/LEP/FABP4/VLDLR/ANXA1/MIR27B/PTCH1/AKR1C1/RBP4/STARD10/FZD4/DRD2/APOLD1/ABCD2/IRS2/NMB/CES1/SPNS2/ABCA9/ABCA6/ABCA10/ABCA5/MAP2K6/PLTP/PPARA",46
"446","GO:0071772","GO:0071772","response to BMP","24/1187","178/18903",0.000328153292135469,0.00409053723440455,0.00299213363275294,"BMP8A/CCN1/TGFBR3/GREM2/CRIM1/PPARG/BMPR1B/LEF1/EGR1/BMP6/BMPER/SFRP1/GATA3/SMAD9/RGMA/ZNF423/CDH5/TMEM100/RNF165/GDF15/COMP/BMP2/CHRDL1/GPC3",24
"447","GO:0071773","GO:0071773","cellular response to BMP stimulus","24/1187","178/18903",0.000328153292135469,0.00409053723440455,0.00299213363275294,"BMP8A/CCN1/TGFBR3/GREM2/CRIM1/PPARG/BMPR1B/LEF1/EGR1/BMP6/BMPER/SFRP1/GATA3/SMAD9/RGMA/ZNF423/CDH5/TMEM100/RNF165/GDF15/COMP/BMP2/CHRDL1/GPC3",24
"444","GO:0051256","GO:0051256","mitotic spindle midzone assembly","5/1187","11/18903",0.000324996103142685,0.00406938940833941,0.00297666448579178,"CDCA8/RACGAP1/KIF23/AURKB/KIF4A",5
"445","GO:0072697","GO:0072697","protein localization to cell cortex","5/1187","11/18903",0.000324996103142685,0.00406938940833941,0.00297666448579178,"EPB41L2/GNAI1/SAPCD2/PLK1/MISP",5
"443","GO:0051402","GO:0051402","neuron apoptotic process","31/1187","255/18903",0.000323194197050947,0.00406509721437444,0.00297352484491212,"JUN/NES/KIF14/SCN2A/CHL1/THRB/CX3CR1/TP63/SNCA/NDNF/TRIM2/NR3C1/PRKN/PTPRZ1/XRCC2/ANGPT1/CNTFR/NTRK2/GATA3/UNC5B/ADAM8/CIT/TYRO3/CX3CL1/NLRP1/NGFR/GRIK5/NTF4/PRNP/KCNB1/PAK3",31
"442","GO:0045913","GO:0045913","positive regulation of carbohydrate metabolic process","14/1187","78/18903",0.000319712799031549,0.00403040659774613,0.00294814945903824,"KAT2B/PTH1R/SNCA/GPLD1/ADCYAP1R1/MLXIPL/SORBS1/DGAT2/GPD1/IGF1/FOXO1/IRS2/PPARA/RGN",14
"441","GO:0030509","GO:0030509","BMP signaling pathway","23/1187","167/18903",0.000317710876150976,0.00401425170501868,0.00293633252764429,"BMP8A/CCN1/TGFBR3/GREM2/CRIM1/PPARG/BMPR1B/LEF1/EGR1/BMP6/BMPER/SFRP1/SMAD9/RGMA/ZNF423/CDH5/TMEM100/RNF165/GDF15/COMP/BMP2/CHRDL1/GPC3",23
"439","GO:0001523","GO:0001523","retinoid metabolic process","15/1187","87/18903",0.000312699692027145,0.00395991519085285,0.00289658662088303,"CRABP2/CYP26B1/ADH1C/RARRES2/ALDH1A1/AKR1C1/AKR1C3/RBP4/PNPLA2/DGAT2/RDH5/HSD17B6/ALDH1A2/ALDH1A3/LIPE",15
"440","GO:0048145","GO:0048145","regulation of fibroblast proliferation","15/1187","87/18903",0.000312699692027145,0.00395991519085285,0.00289658662088303,"JUN/DDR2/FN1/PDGFRA/CCNA2/CCNB1/AQP1/CAV1/SFRP1/CD248/PDGFD/IGF1/CDC6/NGFR/E2F1",15
"436","GO:0006006","GO:0006006","glucose metabolic process","25/1187","188/18903",0.000308788117140874,0.003930595569724,0.00287513999432715,"LEPR/ATF3/KAT2B/ADIPOQ/NPY1R/NR3C1/GPLD1/PRKN/PDK4/LEP/RBP4/SORBS1/DGAT2/GPD1/IGF1/ACACB/SDS/FOXO1/IRS2/SORD/ALDOC/TFF3/PPARA/RGN/PFKFB1",25
"437","GO:0003094","GO:0003094","glomerular filtration","8/1187","29/18903",0.000308973592882109,0.003930595569724,0.00287513999432715,"KIRREL1/CD34/JCHAIN/ADGRF5/AQP1/MCAM/TMEM63C/CORO2B",8
"438","GO:0097254","GO:0097254","renal tubular secretion","8/1187","29/18903",0.000308973592882109,0.003930595569724,0.00287513999432715,"NPR1/TACR1/ABCG2/EDN1/DRD2/AVPR1A/EDNRB/AVPR2",8
"435","GO:0019217","GO:0019217","regulation of fatty acid metabolic process","16/1187","96/18903",0.000298592565528228,0.0038247305175248,0.00279770215057544,"FMO2/ACADL/PPARG/ADIPOQ/SNCA/MLXIPL/PDK4/CAV1/ANXA1/DGAT2/ABCD2/AVPR1A/ACACB/IRS2/PPARA/RGN",16
"432","GO:0044062","GO:0044062","regulation of excretion","7/1187","22/18903",0.000279521240074309,0.00358869204998629,0.00262504545614292,"NPR1/TACR1/EDN1/DRD2/AVPR1A/EDNRB/AVPR2",7
"433","GO:0072111","GO:0072111","cell proliferation involved in kidney development","7/1187","22/18903",0.000279521240074309,0.00358869204998629,0.00262504545614292,"OSR1/EGR1/PTCH1/GATA3/PDGFD/BMP2/GPC3",7
